"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV39760 - Image
11/22/2020 22:18:48
http://10.37.248.147/dr/202011/20201122/4___07W/0074___07WW2020112222184800SV_02.jpg
 07W - CBB
OPEN
$37.50
$25.00
$0.00
$62.50","
 HV17323 - Image
11/22/2020 19:08:47
http://10.37.248.147/dr/202011/20201122/4___07W/0074___07WW2020112219084700SV_02.jpg
 07W - CBB
OPEN
$37.50
$25.00
$0.00
$62.50"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN686 - Image
11/19/2020 03:04:05

 05w - 4  
OPEN
$29.45
$50.00
$0.00
$79.45","
 TP4298 - Image
11/19/2020 02:33:35
http://10.37.248.147/njta/202011/20201119/18W_09w/01318W_09wW2020111902333596SV_02.jpg
 09w - 18W
OPEN
$59.10
$50.00
$0.00
$109.10","
 TM5729 - Image
11/19/2020 02:01:32
http://10.37.248.147/njta/202011/20201119/001_15w/013001_15wW2020111902013247SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 TM1778 - Image
11/19/2020 01:09:20
http://10.37.248.147/njta/202011/20201119/012_14w/013012_14wW2020111901092099SV_02.jpg
 14w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 TM1312 - Image
11/19/2020 00:22:20
http://10.37.248.147/njta/202011/20201119/14A_08w/01314A_08wW2020111900222036SV_02.jpg
 08w - 14A
OPEN
$21.00
$50.00
$0.00
$71.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN1743 - Image
11/18/2020 23:51:50
http://10.37.248.147/njta/202011/20201118/18W_08w/01318W_08wW2020111823515031SV_02.jpg
 08w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 TN2173 - Image
11/18/2020 23:32:31

 04w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10","
 TM4618 - Image
11/18/2020 23:28:15
http://10.37.248.147/njta/202011/20201118/07A_12w/01307A_12wW2020111823281599SV_02.jpg
 12w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 TN1463 - Image
11/18/2020 23:11:12
http://10.37.248.147/njta/202011/20201118/004_07w/013004_07wW2020111823111203SV_02.jpg
 07w - 4  
OPEN
$29.45
$50.00
$0.00
$79.45"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM2511 - Image
11/18/2020 23:16:37
http://10.37.248.147/njta/202011/20201118/012_11w/013012_11wW2020111823163745SV_02.jpg
 11w - 12 
OPEN
$7.70
$50.00
$0.00
$57.70"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN400 - Image
11/18/2020 23:04:54
http://10.37.248.147/njta/202011/20201118/18W_09w/01318W_09wW2020111823045410SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 TL7018 - Image
11/18/2020 22:42:33
http://10.37.248.147/njta/202011/20201118/012_11w/013012_11wW2020111822423359SV_02.jpg
 11w - 12 
OPEN
$15.55
$50.00
$0.00
$65.55","
 TL6559 - Image
11/18/2020 19:01:53
http://10.37.248.147/njta/202011/20201118/001_15w/013001_15wW2020111819015331SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 TL6309 - Image
11/18/2020 17:36:40
http://10.37.248.147/njta/202011/20201118/006_07w/013006_07wW2020111817364040SV_02.jpg
 07w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10","
 TM1038 - Image
11/18/2020 14:56:09
http://10.37.248.147/njta/202011/20201118/07A_13w/01307A_13wW2020111814560907SV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TL6008 - Image
11/18/2020 23:04:34
http://10.37.248.147/drba/202011/20201118/DMB_04_/016DMB_04_W2020111823043400SV_02.jpg
 04 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TP4281 - Image
11/18/2020 22:15:40
http://10.37.248.147/drba/202011/20201118/DMB_11_/016DMB_11_W2020111822154000SV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TL5539 - Image
11/18/2020 21:31:02
http://10.37.248.147/drba/202011/20201118/DMB_04_/016DMB_04_W2020111821310200SV_02.jpg
 04 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TM3350 - Image
11/18/2020 16:59:30
http://10.37.248.147/drba/202011/20201118/DMB_11_/016DMB_11_W2020111816593000SV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TN3855 - Image
11/18/2020 16:41:19
http://10.37.248.147/drba/202011/20201118/DMB_03_/016DMB_03_W2020111816411900SV_02.jpg
 03 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN2064 - Image
11/18/2020 22:47:08
http://10.37.248.147/njta/202011/20201118/013_08w/013013_08wW2020111822470850SV_02.jpg
 08w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 TM3264 - Image
11/18/2020 22:17:37
http://10.37.248.147/njta/202011/20201118/005_03w/013005_03wW2020111822173773SV_02.jpg
 03w - 5  
OPEN
$18.20
$50.00
$0.00
$68.20","
 TM2963 - Image
11/18/2020 20:49:24
http://10.37.248.147/njta/202011/20201118/011_15w/013011_15wW2020111820492481SV_02.jpg
 15w - 11 
OPEN
$19.40
$50.00
$0.00
$69.40","
 TM826 - Image
11/18/2020 20:02:09
http://10.37.248.147/njta/202011/20201118/013_08w/013013_08wW2020111820020963SV_02.jpg
 08w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 TM4206 - Image
11/18/2020 19:42:40
http://10.37.248.147/njta/202011/20201118/013_03w/013013_03wW2020111819424088SV_02.jpg
 03w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM3014 - Image
11/18/2020 22:44:43

 09w - 10 
OPEN
$8.65
$50.00
$0.00
$58.65","
 TN1765 - Image
11/18/2020 22:43:26
http://10.37.248.147/njta/202011/20201118/18W_08w/01318W_08wW2020111822432638SV_02.jpg
 08w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 TN773 - Image
11/18/2020 22:33:55
http://10.37.248.147/njta/202011/20201118/001_15w/013001_15wW2020111822335589SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 TM9241 - Image
11/18/2020 22:22:51
http://10.37.248.147/njta/202011/20201118/012_13w/013012_13wW2020111822225150SV_02.jpg
 13w - 12 
OPEN
$7.70
$50.00
$0.00
$57.70","
 TN951 - Image
11/18/2020 21:50:23
http://10.37.248.147/njta/202011/20201118/001_15w/013001_15wW2020111821502381SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM5698 - Image
11/18/2020 22:14:52
http://10.37.248.147/drba/202011/20201118/DMB_04_/016DMB_04_W2020111822145200SV_02.jpg
 04 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TM3968 - Image
11/18/2020 04:27:57
http://10.37.248.147/drba/202011/20201118/DMB_03_/016DMB_03_W2020111804275700SV_02.jpg
 03 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM5282 - Image
11/18/2020 21:26:43
http://10.37.248.147/njta/202011/20201118/006_07w/013006_07wW2020111821264301SV_02.jpg
 07w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10","
 TM3580 - Image
11/18/2020 21:21:30
http://10.37.248.147/njta/202011/20201118/012_11w/013012_11wW2020111821213079SV_02.jpg
 11w - 12 
OPEN
$7.70
$50.00
$0.00
$57.70","
 TN1329 - Image
11/18/2020 21:16:50
http://10.37.248.147/njta/202011/20201118/002_05w/013002_05wW2020111821165064SV_02.jpg
 05w - 2  
OPEN
$30.85
$50.00
$0.00
$80.85","
 TM4510 - Image
11/18/2020 20:51:23

 04w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10","
 TM3872 - Image
11/18/2020 19:31:17
http://10.37.248.147/njta/202011/20201118/18W_09w/01318W_09wW2020111819311799SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TL7003 - Image
11/18/2020 21:20:41
http://10.37.248.147/drjt/202011/20201118/O78_12W/020O78_12WN2020111821204133SV_02.jpg
 12W - O78
OPEN
$20.00
$30.00
$0.00
$50.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM5700 - Image
11/18/2020 20:30:24
http://10.37.248.147/drjt/202011/20201118/O78_11W/020O78_11WN2020111820302480SV_02.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN884 - Image
11/18/2020 19:33:25
http://10.37.248.147/njta/202011/20201118/18W_09w/01318W_09wW2020111819332551SV_02.jpg
 09w - 18W
OPEN
$37.15
$50.00
$0.00
$87.15","
 TL6345 - Image
11/18/2020 18:50:49
http://10.37.248.147/njta/202011/20201118/18W_09w/01318W_09wW2020111818504953SV_02.jpg
 09w - 18W
OPEN
$43.05
$50.00
$0.00
$93.05","
 TP1882 - Image
11/18/2020 18:05:55
http://10.37.248.147/njta/202011/20201118/010_06w/013010_06wW2020111818055578SV_02.jpg
 06w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75","
 TM745 - Image
11/18/2020 18:01:15

 12w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 TM1012 - Image
11/18/2020 16:51:55
http://10.37.248.147/njta/202011/20201118/006_07w/013006_07wW2020111816515599SV_02.jpg
 07w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TL6559 - Image
11/18/2020 19:07:42
http://10.37.248.147/drba/202011/20201118/DMB_04_/016DMB_04_W2020111819074200SV_02.jpg
 04 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TM5671 - Image
11/18/2020 14:01:29
http://10.37.248.147/drba/202011/20201118/DMB_02_/016DMB_02_W2020111814012900SV_04.jpg
 02 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TL9268 - Image
11/18/2020 11:57:14
http://10.37.248.147/drba/202011/20201118/DMB_04_/016DMB_04_W2020111811571400SV_02.jpg
 04 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TL6605 - Image
11/18/2020 11:00:21
http://10.37.248.147/drba/202011/20201118/DMB_03_/016DMB_03_W2020111811002100SV_02.jpg
 03 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TM1728 - Image
11/18/2020 02:09:52
http://10.37.248.147/drba/202011/20201118/DMB_03_/016DMB_03_W2020111802095200SV_02.jpg
 03 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM1128 - Image
11/18/2020 18:47:36

 12w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 TN959 - Image
11/18/2020 18:30:30
http://10.37.248.147/njta/202011/20201118/012_11w/013012_11wW2020111818303026SV_02.jpg
 11w - 12 
OPEN
$7.70
$50.00
$0.00
$57.70","
 TM5736 - Image
11/18/2020 18:03:44

 09w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75","
 TM3350 - Image
11/18/2020 16:52:49
http://10.37.248.147/njta/202011/20201118/001_16w/013001_16wW2020111816524989SV_02.jpg
 16w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 TM4625 - Image
11/18/2020 16:44:43
http://10.37.248.147/njta/202011/20201118/07A_10w/01307A_10wW2020111816444390SV_02.jpg
 10w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TL9946 - Image
11/18/2020 18:42:43
http://10.37.248.147/drjt/202011/20201118/TM__04W/020TM__04WN2020111818424346SV_02.jpg
 04W - T-M
OPEN
$20.00
$30.00
$0.00
$50.00","
 TN1595 - Image
11/18/2020 16:15:14
http://10.37.248.147/drjt/202011/20201118/ODW_21W/020ODW_21WN2020111816151414SV_02.jpg
 21W - ODW
OPEN
$20.00
$30.00
$0.00
$50.00","
 TL6131 - Image
11/18/2020 12:03:24
http://10.37.248.147/drjt/202011/20201118/O78_11W/020O78_11WN2020111812032460SV_02.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00","
 TN371 - Image
11/18/2020 11:39:37
http://10.37.248.147/drjt/202011/20201118/O78_11W/020O78_11WN2020111811393771SV_02.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00","
 TN1595 - Image
11/18/2020 02:38:59
http://10.37.248.147/drjt/202011/20201118/O78_11W/020O78_11WN2020111802385999SV_02.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN1444 - Image
11/18/2020 16:37:49

 09w - 8A 
OPEN
$17.50
$50.00
$0.00
$67.50","
 TN3855 - Image
11/18/2020 16:35:35
http://10.37.248.147/njta/202011/20201118/001_15w/013001_15wW2020111816353593SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 TN3619 - Image
11/18/2020 16:26:03
http://10.37.248.147/njta/202011/20201118/18E_15w/01318E_15wW2020111816260384SV_02.jpg
 15w - 18E
OPEN
$29.45
$50.00
$0.00
$79.45","
 TL6887 - Image
11/18/2020 15:52:36
http://10.37.248.147/njta/202011/20201118/012_08w/013012_08wW2020111815523680SV_02.jpg
 08w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 TL6814 - Image
11/18/2020 14:55:55
http://10.37.248.147/njta/202011/20201118/15W_07w/01315W_07wW2020111814555587SV_02.jpg
 07w - 15W
OPEN
$11.40
$50.00
$0.00
$61.40"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TL6236 - Image
11/18/2020 15:42:50
http://10.37.248.147/njta/202011/20201118/18W_09w/01318W_09wW2020111815425087SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 TM1291 - Image
11/18/2020 15:36:33
http://10.37.248.147/njta/202011/20201118/001_16w/013001_16wW2020111815363378SV_02.jpg
 16w - 1  
OPEN
$59.10
$50.00
$0.00
$109.10","
 TM3580 - Image
11/18/2020 15:35:54
http://10.37.248.147/njta/202011/20201118/18W_11w/01318W_11wW2020111815355469SV_02.jpg
 11w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 TL5924 - Image
11/18/2020 15:22:19
http://10.37.248.147/njta/202011/20201118/001_15w/013001_15wW2020111815221912SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 TK5370 - Image
11/18/2020 15:14:42
http://10.37.248.147/njta/202011/20201118/010_06w/013010_06wW2020111815144282SV_02.jpg
 06w - 10 
OPEN
$18.20
$50.00
$0.00
$68.20"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM3731 - Image
11/18/2020 14:43:45
http://10.37.248.147/dr/202011/20201118/1___09W/0071___09WW2020111814434500SV_02.jpg
 09W - BRB
OPEN
$37.50
$25.00
$0.00
$62.50","
 TM6044 - Image
11/18/2020 09:54:14
http://10.37.248.147/dr/202011/20201118/4___03W/0074___03WW2020111809541400SV_02.jpg
 03W - CBB
OPEN
$37.50
$25.00
$0.00
$62.50"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TL6174 - Image
11/18/2020 14:29:00
http://10.37.248.147/njta/202011/20201118/006_07w/013006_07wW2020111814290059SV_02.jpg
 07w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10","
 TM5671 - Image
11/18/2020 13:56:07
http://10.37.248.147/njta/202011/20201118/001_15w/013001_15wW2020111813560747SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 TN3727 - Image
11/18/2020 13:30:33
http://10.37.248.147/njta/202011/20201118/013_12w/013013_12wW2020111813303352SV_02.jpg
 12w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 TN3641 - Image
11/18/2020 13:10:55
http://10.37.248.147/njta/202011/20201118/07A_10w/01307A_10wW2020111813105541SV_02.jpg
 10w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 TN2593 - Image
11/18/2020 11:51:10
http://10.37.248.147/njta/202011/20201118/012_11w/013012_11wW2020111811511030SV_02.jpg
 11w - 12 
OPEN
$11.20
$50.00
$0.00
$61.20"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN2151 - Image
11/18/2020 14:26:05
http://10.37.248.147/njta/202011/20201118/010_06w/013010_06wW2020111814260571SV_02.jpg
 06w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75","
 TL9399 - Image
11/18/2020 14:18:28
http://10.37.248.147/njta/202011/20201118/012_16w/013012_16wW2020111814182888SV_02.jpg
 16w - 12 
OPEN
$11.20
$50.00
$0.00
$61.20","
 TM3469 - Image
11/18/2020 13:59:58
http://10.37.248.147/njta/202011/20201118/010_06w/013010_06wW2020111813595842SV_02.jpg
 06w - 10 
OPEN
$13.40
$50.00
$0.00
$63.40","
 TM5163 - Image
11/18/2020 13:43:43
http://10.37.248.147/njta/202011/20201118/07A_12w/01307A_12wW2020111813434392SV_02.jpg
 12w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 TM3079 - Image
11/18/2020 13:41:39
http://10.37.248.147/njta/202011/20201118/06A_01s/01306A_01sS2020111813413913SV_02.jpg
 01s - 6A 
OPEN
$7.40
$50.00
$0.00
$57.40"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN2368 - Image
11/18/2020 14:08:15
http://10.37.248.147/dr/202011/20201118/1___10W/0071___10WW2020111814081500SV_02.jpg
 10W - BRB
OPEN
$37.50
$25.00
$0.00
$62.50"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TL5151 - Image
11/18/2020 13:57:32
http://10.37.248.147/drba/202011/20201118/DMB_10_/016DMB_10_W2020111813573200SV_02.jpg
 10 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TL6919 - Image
11/18/2020 13:40:00
http://10.37.248.147/drba/202011/20201118/DMB_06_/016DMB_06_W2020111813400000SV_02.jpg
 06 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TL9852 - Image
11/18/2020 13:02:05
http://10.37.248.147/drba/202011/20201118/DMB_03_/016DMB_03_W2020111813020500SV_02.jpg
 03 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TN80 - Image
11/18/2020 11:50:24
http://10.37.248.147/drba/202011/20201118/DMB_03_/016DMB_03_W2020111811502400SV_02.jpg
 03 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TL6821 - Image
11/18/2020 07:09:12
http://10.37.248.147/drba/202011/20201118/DMB_10_/016DMB_10_W2020111807091200SV_02.jpg
 10 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM5596 - Image
11/18/2020 13:34:33
http://10.37.248.147/njta/202011/20201118/004_06w/013004_06wW2020111813343316SV_02.jpg
 06w - 4  
OPEN
$14.15
$50.00
$0.00
$64.15","
 TN112 - Image
11/18/2020 13:31:54
http://10.37.248.147/njta/202011/20201118/001_15w/013001_15wW2020111813315412SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 TL9257 - Image
11/18/2020 13:29:14
http://10.37.248.147/njta/202011/20201118/010_09w/013010_09wW2020111813291482SV_02.jpg
 09w - 10 
OPEN
$8.65
$50.00
$0.00
$58.65","
 TM6309 - Image
11/18/2020 13:28:42
http://10.37.248.147/njta/202011/20201118/010_06w/013010_06wW2020111813284253SV_02.jpg
 06w - 10 
OPEN
$6.25
$50.00
$0.00
$56.25","
 TM5939 - Image
11/18/2020 13:17:28
http://10.37.248.147/njta/202011/20201118/012_13w/013012_13wW2020111813172898SV_02.jpg
 13w - 12 
OPEN
$14.90
$50.00
$0.00
$64.90"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN1122 - Image
11/18/2020 12:53:07
http://10.37.248.147/njta/202011/20201118/06A_01s/01306A_01sS2020111812530780SV_02.jpg
 01s - 6A 
OPEN
$7.40
$50.00
$0.00
$57.40","
 TN142 - Image
11/18/2020 12:20:40
http://10.37.248.147/njta/202011/20201118/001_15w/013001_15wW2020111812204040SV_02.jpg
 15w - 1  
OPEN
$28.00
$50.00
$0.00
$78.00","
 TL8893 - Image
11/18/2020 10:57:51
http://10.37.248.147/njta/202011/20201118/06A_01s/01306A_01sS2020111810575183SV_02.jpg
 01s - 6A 
OPEN
$7.40
$50.00
$0.00
$57.40","
 TL6965 - Image
11/18/2020 10:35:03
http://10.37.248.147/njta/202011/20201118/006_07w/013006_07wW2020111810350369SV_02.jpg
 07w - 6  
OPEN
$10.95
$50.00
$0.00
$60.95","
 TM5184 - Image
11/18/2020 09:49:08
http://10.37.248.147/njta/202011/20201118/012_13w/013012_13wW2020111809490838SV_02.jpg
 13w - 12 
OPEN
$7.70
$50.00
$0.00
$57.70"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TL9852 - Image
11/18/2020 12:20:16
http://10.37.248.147/njta/202011/20201118/002_05w/013002_05wW2020111812201660SV_02.jpg
 05w - 2  
OPEN
$30.85
$50.00
$0.00
$80.85","
 TM826 - Image
11/18/2020 10:09:42
http://10.37.248.147/njta/202011/20201118/18W_08w/01318W_08wW2020111810094208SV_02.jpg
 08w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 TM826 - Image
11/18/2020 07:34:43
http://10.37.248.147/njta/202011/20201118/009_15w/013009_15wW2020111807344362SV_02.jpg
 15w - 9  
OPEN
$14.50
$50.00
$0.00
$64.50","
 TM9449 - Image
11/18/2020 00:42:58
http://10.37.248.147/njta/202011/20201118/06A_02s/01306A_02sS2020111800425882SV_02.jpg
 02s - 6A 
OPEN
$7.40
$50.00
$0.00
$57.40","
 TM3005 - Image
11/18/2020 00:08:45
http://10.37.248.147/njta/202011/20201118/013_08w/013013_08wW2020111800084569SV_02.jpg
 08w - 13 
OPEN
$17.50
$50.00
$0.00
$67.50"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN3619 - Image
11/18/2020 11:44:40
http://10.37.248.147/njta/202011/20201118/07A_13w/01307A_13wW2020111811444062SV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 TM6726 - Image
11/18/2020 11:44:26
http://10.37.248.147/njta/202011/20201118/18W_09w/01318W_09wW2020111811442675SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 TL6174 - Image
11/18/2020 11:38:55
http://10.37.248.147/njta/202011/20201118/18W_09w/01318W_09wW2020111811385563SV_02.jpg
 09w - 18W
OPEN
$39.05
$50.00
$0.00
$89.05","
 TL6605 - Image
11/18/2020 10:55:03
http://10.37.248.147/njta/202011/20201118/001_16w/013001_16wW2020111810550351SV_02.jpg
 16w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 TM1200 - Image
11/18/2020 10:48:32
http://10.37.248.147/njta/202011/20201118/012_11w/013012_11wW2020111810483208SV_02.jpg
 11w - 12 
OPEN
$7.70
$50.00
$0.00
$57.70"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM5282 - Image
11/18/2020 09:15:42

 04w - 7  
OPEN
$25.55
$50.00
$0.00
$75.55","
 TL8908 - Image
11/18/2020 08:17:12
http://10.37.248.147/njta/202011/20201118/010_09w/013010_09wW2020111808171293SV_02.jpg
 09w - 10 
OPEN
$10.95
$50.00
$0.00
$60.95","
 TN1657 - Image
11/18/2020 07:33:04
http://10.37.248.147/njta/202011/20201118/010_09w/013010_09wW2020111807330426SV_02.jpg
 09w - 10 
OPEN
$30.85
$50.00
$0.00
$80.85","
 TL5960 - Image
11/18/2020 07:22:19

 09w - 8A 
OPEN
$17.50
$50.00
$0.00
$67.50","
 TM5172 - Image
11/18/2020 07:08:17
http://10.37.248.147/njta/202011/20201118/013_03w/013013_03wW2020111807081756SV_02.jpg
 03w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TL6821 - Image
11/18/2020 07:03:42
http://10.37.248.147/njta/202011/20201118/001_15w/013001_15wW2020111807034208SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 TM662 - Image
11/18/2020 06:50:30
http://10.37.248.147/njta/202011/20201118/19W_01s/01319W_01sS2020111806503052SV_02.jpg
 01s - 19W
OPEN
$5.60
$50.00
$0.00
$55.60","
 TM6192 - Image
11/18/2020 06:40:45
http://10.37.248.147/njta/202011/20201118/07A_10w/01307A_10wW2020111806404598SV_02.jpg
 10w - 7A 
OPEN
$10.95
$50.00
$0.00
$60.95","
 TL7152 - Image
11/18/2020 06:24:49
http://10.37.248.147/njta/202011/20201118/18W_09w/01318W_09wW2020111806244945SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 TL9152 - Image
11/18/2020 06:15:02
http://10.37.248.147/njta/202011/20201118/012_17w/013012_17wW2020111806150214SV_02.jpg
 17w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80"
